record_id,sqs_score,category_scores_json,rules_hit,rules_missed,rules_not_applicable,violations_count,n_claims_extracted,n_consistency_failures,scored_at,analyzer_version,error
ctrl_0029,20.0000,"{""assumptions"":0.0,""effect_sizes"":0.0,""guidelines"":26.6667,""precision"":0.0,""reproducibility"":65.0,""sample_power"":20.0}",GC002|PR002|RP001|RP003|RP004|RP007|SP001,AS001|AS002|AS003|AS004|AS005|AS006|AS007|AS008|ES001|ES002|ES003|ES004|ES005|ES006|ES007|ES008|ES009|ES010|ES011|GC001|GC003|GC004|GC005|PR001|PR003|PR004|PR005|PR006|PR007|PR008|RP002|RP005|RP006|SP002|SP003|SP004|SP005|SP006,,38,5,0,2026-04-17T13:20:05+00:00,618a75d4dfdcda08ac743f622b6b7bd6756238ad,
ctrl_0030,24.0000,"{""assumptions"":20.0,""effect_sizes"":0.0,""guidelines"":26.6667,""precision"":53.3333,""reproducibility"":30.0,""sample_power"":20.0}",AS001|GC002|PR001|PR002|PR004|PR007|RP003|RP004|SP001,AS002|AS003|AS004|AS005|AS006|AS007|AS008|ES001|ES002|ES003|ES004|ES005|ES006|ES007|ES008|ES009|ES010|ES011|GC001|GC003|GC004|GC005|PR003|PR005|PR006|PR008|RP001|RP002|RP005|RP006|RP007|SP002|SP003|SP004|SP005|SP006,,36,17,0,2026-04-17T13:20:05+00:00,618a75d4dfdcda08ac743f622b6b7bd6756238ad,
case_0016,15.0000,"{""assumptions"":0.0,""effect_sizes"":0.0,""guidelines"":26.6667,""precision"":0.0,""reproducibility"":30.0,""sample_power"":33.3333}",GC002|PR002|RP003|RP004|SP001|SP006,AS001|AS002|AS003|AS004|AS005|AS006|AS007|AS008|ES001|ES002|ES003|ES004|ES005|ES006|ES007|ES008|ES009|ES010|ES011|GC001|GC003|GC004|GC005|PR001|PR003|PR004|PR005|PR006|PR007|PR008|RP001|RP002|RP005|RP006|RP007|SP002|SP003|SP004|SP005,,39,0,0,2026-04-17T13:20:05+00:00,618a75d4dfdcda08ac743f622b6b7bd6756238ad,
ctrl_0031,13.0000,"{""assumptions"":0.0,""effect_sizes"":0.0,""guidelines"":26.6667,""precision"":0.0,""reproducibility"":30.0,""sample_power"":20.0}",GC002|PR002|RP003|RP004|SP001,AS001|AS002|AS003|AS004|AS005|AS006|AS007|AS008|ES001|ES002|ES003|ES004|ES005|ES006|ES007|ES008|ES009|ES010|ES011|GC001|GC003|GC004|GC005|PR001|PR003|PR004|PR005|PR006|PR007|PR008|RP001|RP002|RP005|RP006|RP007|SP002|SP003|SP004|SP005|SP006,,40,1,0,2026-04-17T13:20:06+00:00,618a75d4dfdcda08ac743f622b6b7bd6756238ad,
ctrl_0032,24.0000,"{""assumptions"":0.0,""effect_sizes"":10.0,""guidelines"":26.6667,""precision"":13.3333,""reproducibility"":65.0,""sample_power"":20.0}",ES008|GC002|PR002|PR005|RP001|RP003|RP004|RP007|SP001,AS001|AS002|AS003|AS004|AS005|AS006|AS007|AS008|ES001|ES002|ES003|ES004|ES005|ES006|ES007|ES009|ES010|ES011|GC001|GC003|GC004|GC005|PR001|PR003|PR004|PR006|PR007|PR008|RP002|RP005|RP006|SP002|SP003|SP004|SP005|SP006,,36,1,0,2026-04-17T13:20:06+00:00,618a75d4dfdcda08ac743f622b6b7bd6756238ad,
case_0017,27.0000,"{""assumptions"":0.0,""effect_sizes"":10.0,""guidelines"":46.6667,""precision"":0.0,""reproducibility"":65.0,""sample_power"":33.3333}",ES008|GC002|GC004|PR002|RP001|RP003|RP004|RP007|SP001|SP006,AS001|AS002|AS003|AS004|AS005|AS006|AS007|AS008|ES001|ES002|ES003|ES004|ES005|ES006|ES007|ES009|ES010|ES011|GC001|GC003|GC005|PR001|PR003|PR004|PR005|PR006|PR007|PR008|RP002|RP005|RP006|SP002|SP003|SP004|SP005,,35,0,0,2026-04-17T13:20:06+00:00,618a75d4dfdcda08ac743f622b6b7bd6756238ad,
ctrl_0033,17.0000,"{""assumptions"":0.0,""effect_sizes"":0.0,""guidelines"":26.6667,""precision"":13.3333,""reproducibility"":40.0,""sample_power"":20.0}",GC002|PR002|PR004|RP003|RP004|RP007|SP001,AS001|AS002|AS003|AS004|AS005|AS006|AS007|AS008|ES001|ES002|ES003|ES004|ES005|ES006|ES007|ES008|ES009|ES010|ES011|GC001|GC003|GC004|GC005|PR001|PR003|PR005|PR006|PR007|PR008|RP001|RP002|RP005|RP006|SP002|SP003|SP004|SP005|SP006,,38,0,0,2026-04-17T13:20:06+00:00,618a75d4dfdcda08ac743f622b6b7bd6756238ad,
ctrl_0034,10.0000,"{""assumptions"":0.0,""effect_sizes"":0.0,""guidelines"":26.6667,""precision"":0.0,""reproducibility"":30.0,""sample_power"":0.0}",GC002|PR002|RP003|RP004,AS001|AS002|AS003|AS004|AS005|AS006|AS007|AS008|ES001|ES002|ES003|ES004|ES005|ES006|ES007|ES008|ES009|ES010|ES011|GC001|GC003|GC004|GC005|PR001|PR003|PR004|PR005|PR006|PR007|PR008|RP001|RP002|RP005|RP006|RP007|SP001|SP002|SP003|SP004|SP005|SP006,,41,0,0,2026-04-17T13:20:06+00:00,618a75d4dfdcda08ac743f622b6b7bd6756238ad,
case_0018,10.0000,"{""assumptions"":0.0,""effect_sizes"":0.0,""guidelines"":26.6667,""precision"":0.0,""reproducibility"":30.0,""sample_power"":0.0}",GC002|PR002|RP003|RP004,AS001|AS002|AS003|AS004|AS005|AS006|AS007|AS008|ES001|ES002|ES003|ES004|ES005|ES006|ES007|ES008|ES009|ES010|ES011|GC001|GC003|GC004|GC005|PR001|PR003|PR004|PR005|PR006|PR007|PR008|RP001|RP002|RP005|RP006|RP007|SP001|SP002|SP003|SP004|SP005|SP006,,41,0,0,2026-04-17T13:20:07+00:00,618a75d4dfdcda08ac743f622b6b7bd6756238ad,
ctrl_0035,8.0000,"{""assumptions"":0.0,""effect_sizes"":0.0,""guidelines"":26.6667,""precision"":0.0,""reproducibility"":20.0,""sample_power"":0.0}",GC002|PR002|RP003,AS001|AS002|AS003|AS004|AS005|AS006|AS007|AS008|ES001|ES002|ES003|ES004|ES005|ES006|ES007|ES008|ES009|ES010|ES011|GC001|GC003|GC004|GC005|PR001|PR003|PR004|PR005|PR006|PR007|PR008|RP001|RP002|RP004|RP005|RP006|RP007|SP001|SP002|SP003|SP004|SP005|SP006,,42,0,0,2026-04-17T13:20:07+00:00,618a75d4dfdcda08ac743f622b6b7bd6756238ad,
ctrl_0036,34.0000,"{""assumptions"":33.3333,""effect_sizes"":10.0,""guidelines"":46.6667,""precision"":73.3333,""reproducibility"":30.0,""sample_power"":20.0}",AS001|AS005|ES006|GC002|GC004|PR001|PR002|PR003|PR004|PR007|RP003|RP004|SP001,AS002|AS003|AS004|AS006|AS007|AS008|ES001|ES002|ES003|ES004|ES005|ES007|ES008|ES009|ES010|ES011|GC001|GC003|GC005|PR005|PR006|PR008|RP001|RP002|RP005|RP006|RP007|SP002|SP003|SP004|SP005|SP006,,32,14,0,2026-04-17T13:20:07+00:00,618a75d4dfdcda08ac743f622b6b7bd6756238ad,
case_0019,56.0000,"{""assumptions"":13.3333,""effect_sizes"":40.0,""guidelines"":66.6667,""precision"":86.6667,""reproducibility"":75.0,""sample_power"":53.3333}",AS005|ES006|ES009|ES010|GC002|GC003|GC004|PR001|PR002|PR003|PR004|PR005|PR007|RP001|RP003|RP004|RP005|RP007|SP001|SP004|SP005,AS001|AS002|AS003|AS004|AS006|AS007|AS008|ES001|ES002|ES003|ES004|ES005|ES007|ES008|ES011|GC001|GC005|PR006|PR008|RP002|RP006|SP002|SP003|SP006,,24,182,0,2026-04-17T13:20:10+00:00,618a75d4dfdcda08ac743f622b6b7bd6756238ad,
ctrl_0037,28.0000,"{""assumptions"":0.0,""effect_sizes"":10.0,""guidelines"":46.6667,""precision"":40.0,""reproducibility"":30.0,""sample_power"":46.6667}",ES006|GC002|GC004|PR001|PR002|PR007|RP003|RP004|SP001|SP002,AS001|AS002|AS003|AS004|AS005|AS006|AS007|AS008|ES001|ES002|ES003|ES004|ES005|ES007|ES008|ES009|ES010|ES011|GC001|GC003|GC005|PR003|PR004|PR005|PR006|PR008|RP001|RP002|RP005|RP006|RP007|SP003|SP004|SP005|SP006,,35,30,0,2026-04-17T13:20:10+00:00,618a75d4dfdcda08ac743f622b6b7bd6756238ad,
ctrl_0038,29.0000,"{""assumptions"":0.0,""effect_sizes"":0.0,""guidelines"":26.6667,""precision"":13.3333,""reproducibility"":65.0,""sample_power"":66.6667}",GC002|PR002|PR007|RP001|RP003|RP004|RP007|SP001|SP002|SP004,AS001|AS002|AS003|AS004|AS005|AS006|AS007|AS008|ES001|ES002|ES003|ES004|ES005|ES006|ES007|ES008|ES009|ES010|ES011|GC001|GC003|GC004|GC005|PR001|PR003|PR004|PR005|PR006|PR008|RP002|RP005|RP006|SP003|SP005|SP006,,35,10,0,2026-04-17T13:20:11+00:00,618a75d4dfdcda08ac743f622b6b7bd6756238ad,
case_0020,13.0000,"{""assumptions"":0.0,""effect_sizes"":0.0,""guidelines"":26.6667,""precision"":0.0,""reproducibility"":30.0,""sample_power"":20.0}",GC002|PR002|RP003|RP004|SP001,AS001|AS002|AS003|AS004|AS005|AS006|AS007|AS008|ES001|ES002|ES003|ES004|ES005|ES006|ES007|ES008|ES009|ES010|ES011|GC001|GC003|GC004|GC005|PR001|PR003|PR004|PR005|PR006|PR007|PR008|RP001|RP002|RP005|RP006|RP007|SP002|SP003|SP004|SP005|SP006,,40,4,0,2026-04-17T13:20:11+00:00,618a75d4dfdcda08ac743f622b6b7bd6756238ad,
ctrl_0039,21.0000,"{""assumptions"":0.0,""effect_sizes"":0.0,""guidelines"":26.6667,""precision"":20.0,""reproducibility"":40.0,""sample_power"":40.0}",GC002|PR002|PR003|RP003|RP004|RP007|SP001|SP004,AS001|AS002|AS003|AS004|AS005|AS006|AS007|AS008|ES001|ES002|ES003|ES004|ES005|ES006|ES007|ES008|ES009|ES010|ES011|GC001|GC003|GC004|GC005|PR001|PR004|PR005|PR006|PR007|PR008|RP001|RP002|RP005|RP006|SP002|SP003|SP005|SP006,,37,0,0,2026-04-17T13:20:11+00:00,618a75d4dfdcda08ac743f622b6b7bd6756238ad,
ctrl_0040,23.0000,"{""assumptions"":13.3333,""effect_sizes"":0.0,""guidelines"":40.0,""precision"":40.0,""reproducibility"":30.0,""sample_power"":20.0}",AS005|GC002|GC005|PR001|PR002|PR007|RP003|RP004|SP001,AS001|AS002|AS003|AS004|AS006|AS007|AS008|ES001|ES002|ES003|ES004|ES005|ES006|ES007|ES008|ES009|ES010|ES011|GC001|GC003|GC004|PR003|PR004|PR005|PR006|PR008|RP001|RP002|RP005|RP006|RP007|SP002|SP003|SP004|SP005|SP006,,36,46,0,2026-04-17T13:20:11+00:00,618a75d4dfdcda08ac743f622b6b7bd6756238ad,
